SUMLEV,REGION,DIVISION,STATE,NAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015
40,3,6,21,Kentucky,4339367,4339349,4347937,4367882,4382667,4398500,4412617,4425092,8588,19945,14785,15833,14117,12475,13691,55313,55298,56039,55403,55691,10527,42533,42871,44433,43063,43086,3164,12780,12427,11606,12340,12605,1366,5124,6857,6501,7207,7400,4069,2390,-4617,-2348,-4345,-7441,5435,7514,2240,4153,2862,-41,-11,-349,118,74,-1085,-89,12.69255362,12.63874987,12.7634516,12.57570408,12.60304,9.759954859,9.79847093,10.12006719,9.774697124,9.750490766,2.932598761,2.840278936,2.643384416,2.801006955,2.85254923,1.175793118,1.567215954,1.4806688,1.635887936,1.67464215,0.548428094,-1.055248076,-0.534780855,-0.98625407,-1.683920573,1.724221212,0.511967878,0.945887944,0.649633866,-0.009278423
40,3,7,22,Louisiana,4533372,4533479,4544951,4575381,4603676,4627491,4648990,4670724,11472,30430,28295,23815,21499,21734,14573,62316,62263,62531,63583,63515,9184,40755,40733,43781,43282,43124,5389,21561,21530,18750,20301,20391,1804,6732,7356,7222,8086,8273,4108,2160,-828,-2310,-6339,-7358,5912,8892,6528,4912,1747,915,171,-23,237,153,-549,428,13.66529201,13.56631732,13.54779954,13.70843103,13.63024659,8.937174656,8.875203629,9.485474588,9.331555792,9.254361239,4.728117354,4.691113695,4.062324948,4.37687524,4.375885354,1.476262048,1.602779022,1.564699241,1.74333349,1.775376369,0.473666967,-0.180410689,-0.500478434,-1.366682042,-1.579018412,1.949929016,1.422368333,1.064220808,0.376651448,0.196357957
40,1,1,23,Maine,1328361,1328361,1327695,1328257,1328888,1328778,1330256,1329328,-666,562,631,-110,1478,-928,3443,12631,12801,12864,12732,12837,3099,13032,12749,13402,13385,13287,344,-401,52,-538,-653,-450,239,1170,1258,1323,1523,1528,-1259,91,-586,-1317,646,-1718,-1020,1261,672,6,2169,-190,10,-298,-93,422,-38,-288,9.511467075,9.63515352,9.680674697,9.57641008,9.653389402,9.813430363,9.596013767,10.08554122,10.06756589,9.991788189,-0.301963288,0.039139753,-0.404866526,-0.491155811,-0.338398787,0.881040019,0.946880957,0.995610434,1.14552879,1.149051882,0.068525335,-0.441074913,-0.991095194,0.485890741,-1.29193137,0.949565354,0.505806044,0.00451524,1.631419531,-0.142879488
40,3,5,24,Maryland,5773552,5773785,5788409,5844171,5890740,5936040,5975346,6006401,14624,55762,46569,45300,39306,31055,18461,73541,72712,72361,72322,72754,10630,43663,43453,45730,47119,47898,7831,29878,29259,26631,25203,24856,6108,26340,26198,27512,31027,31330,807,450,-8364,-9103,-15106,-24738,6915,26790,17834,18409,15921,6592,-122,-906,-524,260,-1818,-393,12.64397064,12.39242462,12.23680495,12.14333916,12.14413891,7.507019079,7.405765583,7.733296806,7.911589802,7.995161307,5.136951562,4.986659038,4.50350814,4.231749353,4.148977607,4.528660022,4.464967821,4.652492056,5.209637233,5.229621357,0.077368907,-1.425490146,-1.539387729,-2.536396688,-4.12928098,4.606028929,3.039477675,3.113104328,2.673240545,1.100340376
40,1,1,25,Massachusetts,6547629,6547817,6565036,6611797,6657780,6708810,6755124,6794422,17219,46761,45983,51030,46314,39298,18647,73185,72208,72165,72430,73104,12292,54016,52418,54789,55092,55291,6355,19169,19790,17376,17338,17813,7065,34944,35490,37851,43576,43508,3740,-4856,-8846,-3472,-11694,-21805,10805,30088,26644,34379,31882,21703,59,-2496,-451,-725,-2906,-218,11.10813198,10.88324066,10.79781754,10.75911394,10.79061985,8.198631644,7.900477913,8.197902382,8.183640829,8.161306659,2.909500333,2.982762751,2.599915162,2.575473112,2.629313189,5.30385412,5.349077819,5.663523756,6.472996674,6.422060193,-0.737051156,-1.333275356,-0.519504227,-1.737085164,-3.218558024,4.566802964,4.015802463,5.144019529,4.73591151,3.203502169
40,2,3,26,Michigan,9883640,9884129,9877369,9876589,9886879,9900506,9916306,9922576,-6760,-780,10290,13627,15800,6270,29102,113984,113080,113008,114148,114521,22145,89873,89050,92315,91505,90822,6957,24111,24030,20693,22643,23699,3796,17972,19598,21268,24255,24202,-18052,-43108,-33437,-28825,-28797,-38911,-14256,-25136,-13839,-7557,-4542,-14709,539,245,99,491,-2301,-2720,11.5403708,11.44333576,11.42222684,11.52031921,11.54510622,9.099239757,9.011576308,9.330692257,9.235087864,9.155959494,2.441131038,2.431759446,2.091534581,2.285231348,2.389146727,1.819584713,1.983255166,2.149652417,2.447921492,2.43985523,-4.364492422,-3.383717878,-2.913472397,-2.906320149,-3.922700886,-2.544907709,-1.400462712,-0.763819979,-0.458398657,-1.482845656
40,2,4,27,Minnesota,5303925,5303925,5310903,5348119,5380443,5420541,5457125,5489594,6978,37216,32324,40098,36584,32469,17500,68372,68059,68962,69688,69852,9345,39982,39309,41318,40302,40142,8155,28390,28750,27644,29386,29710,2789,12569,12501,13587,15455,15473,-3914,-3716,-8731,-1575,-6545,-12242,-1125,8853,3770,12012,8910,3231,-52,-27,-196,442,-1712,-472,12.82894434,12.68744124,12.76957729,12.8130428,12.76218016,7.502001591,7.327915894,7.65078441,7.410045501,7.334069688,5.326942753,5.359525349,5.11879288,5.402997297,5.428110469,2.35837772,2.330414831,2.515881886,2.841602233,2.826965779,-0.69724971,-1.627617942,-0.291640095,-1.203383152,-2.236651914,1.66112801,0.702796889,2.224241791,1.638219081,0.590313865
40,3,6,28,Mississippi,2967297,2968103,2970316,2977999,2985660,2990976,2993443,2992333,2213,7683,7661,5316,2467,-1110,9421,39741,39421,38486,38573,38548,6645,29129,29019,30633,29933,29802,2776,10612,10402,7853,8640,8746,579,1843,2778,2400,2582,2770,-1048,-5779,-5659,-4776,-9007,-12230,-469,-3936,-2881,-2376,-6425,-9460,-94,1007,140,-161,252,-396,13.36210339,13.22040714,12.87881678,12.89114282,12.87986721,9.794034109,9.731944768,10.25091707,10.00364446,9.957606165,3.568069277,3.488462369,2.627899708,2.887498352,2.92226104,0.619671285,0.931642805,0.803127378,0.862907494,0.92552745,-1.943071273,-1.897828162,-1.598223482,-3.010150192,-4.08635405,-1.323399988,-0.966185357,-0.795096104,-2.147242698,-3.1608266
40,2,4,29,Missouri,5988927,5988927,5996052,6010587,6025468,6043708,6063827,6083672,7125,14535,14881,18240,20119,19845,19012,76238,75429,75176,75643,75559,13179,55976,55632,57575,56434,56491,5833,20262,19797,17601,19209,19068,1856,7573,8791,8922,10021,10210,-276,-13426,-13454,-7792,-8126,-8744,1580,-5853,-4663,1130,1895,1466,-288,126,-253,-491,-985,-689,12.69930744,12.53384103,12.45751988,12.49519411,12.44025622,9.324174734,9.244224956,9.540833608,9.322128741,9.300844561,3.375132708,3.289616074,2.916686276,3.173065368,3.13941166,1.261468759,1.460777639,1.478477073,1.655332816,1.68100446,-2.236429362,-2.235616238,-1.291223195,-1.342304606,-1.439637904,-0.974960603,-0.7748386,0.187253877,0.313028209,0.241366556
40,4,8,30,Montana,989415,989417,990643,997746,1005157,1014402,1023252,1032949,1226,7103,7411,9245,8850,9697,3068,11999,12037,12207,12520,12593,2389,9125,8964,9439,9077,9204,679,2874,3073,2768,3443,3389,202,608,742,671,718,751,408,3432,3573,5683,4447,5268,610,4040,4315,6354,5165,6019,-63,189,23,123,242,289,12.06906697,12.01955362,12.0887778,12.28864174,12.24880253,9.178284531,8.951007613,9.34758529,8.909265263,8.95243218,2.890782437,3.068546006,2.741192508,3.379376479,3.296370345,0.611550356,0.740924548,0.664501508,0.70473201,0.730473334,3.452040823,3.567821307,5.627961352,4.364823469,5.124012682,4.063591179,4.308745855,6.29246286,5.069555479,5.854486016
40,2,4,31,Nebraska,1826341,1826341,1830025,1842383,1855973,1869300,1882980,1896190,3684,12358,13590,13327,13680,13210,6515,25730,25766,26020,26147,26256,3656,15620,15217,16172,14670,14697,2859,10110,10549,9848,11477,11559,799,3315,4052,4172,4730,4825,114,-1163,-919,-488,-2500,-2775,913,2152,3133,3684,2230,2050,-88,96,-92,-205,-27,-399,14.01260426,13.93375868,13.969446,13.93659322,13.89511454,8.506680086,8.229061778,8.682316705,7.819245899,7.777898322,5.505924178,5.704696898,5.287129292,6.11734732,6.117216214,1.805354961,2.191243893,2.239835846,2.521133817,2.553470736,-0.633371891,-0.496977576,-0.261994222,-1.332523159,-1.468576433,1.171983069,1.694266317,1.977841624,1.188610658,1.084894302
40,4,8,32,Nevada,2700551,2700691,2703440,2718819,2754874,2790366,2838281,2890845,2749,15379,36055,35492,47915,52564,8892,35847,34709,35092,35380,36036,4945,20193,20402,21254,22083,22345,3947,15654,14307,13838,13297,13691,1538,7456,7164,7672,8963,9156,-2731,-7410,14524,13437,23452,27959,-1193,46,21688,21109,32415,37115,-5,-321,60,545,2203,1758,13.22216442,12.68211425,12.65662081,12.57140482,12.5799293,7.448187186,7.454564953,7.665673623,7.846645917,7.800491733,5.77397723,5.227549298,4.990947191,4.724758899,4.779437562,2.750145281,2.617611181,2.767057873,3.184779575,3.196299052,-2.733178183,5.306837632,4.846318645,8.333086086,9.760302008,0.016967098,7.924448814,7.613376518,11.51786566,12.95660106
40,1,1,33,New Hampshire,1316470,1316466,1316708,1318344,1321393,1322660,1327996,1330608,242,1636,3049,1267,5336,2612,3269,12993,12369,12597,12319,12562,2519,10736,10501,10867,10971,10980,750,2257,1868,1730,1348,1582,416,1762,1816,1906,2233,2244,-923,-2170,-578,-2580,1894,-1167,-507,-408,1238,-674,4127,1077,-1,-213,-57,211,-139,-47,9.861664969,9.371388135,9.528553323,9.295057525,9.450072294,8.148605796,7.956095626,8.219956257,8.277950817,8.259974032,1.713059173,1.415292508,1.308597067,1.017106709,1.190098262,1.337355012,1.375894644,1.441726017,1.684865935,1.688103982,-1.647026321,-0.437922414,-1.951549383,1.429080198,-0.877904344,-0.309671308,0.93797223,-0.509823366,3.113946133,0.810199639
40,1,2,34,New Jersey,8791894,8791936,8803881,8842934,8874893,8907384,8938844,8958013,11945,39053,31959,32491,31460,19169,26529,106684,104516,103462,102690,103006,17104,71064,69042,72425,71569,72065,9425,35620,35474,31037,31121,30941,11089,49032,46157,49859,57086,57083,-8503,-44996,-49289,-45678,-55474,-65254,2586,4036,-3132,4181,1612,-8171,-66,-603,-383,-2727,-1273,-3601,12.09102039,11.79783503,11.63653001,11.50831425,11.51107147,8.05403128,7.793506506,8.145750963,8.020630466,8.053369371,4.036989111,4.004328522,3.490779049,3.487683784,3.457702098,5.55703678,5.210232609,5.607718292,6.397542383,6.379108913,-5.099617126,-5.563774835,-5.137474801,-6.216887961,-7.292230139,0.457419653,-0.353542226,0.47024349,0.180654422,-0.913121226
40,4,8,35,New Mexico,2059179,2059192,2064741,2078226,2084792,2086890,2085567,2085109,5549,13485,6566,2098,-1323,-458,6649,27803,27038,26732,26299,26286,3810,16374,16458,16800,17112,17050,2839,11429,10580,9932,9187,9236,512,2188,3147,3013,3435,3631,2093,92,-7117,-10658,-14099,-13352,2605,2280,-3970,-7645,-10664,-9721,105,-224,-44,-189,154,27,13.42178202,12.98961475,12.81593372,12.60600169,12.60515082,7.90448005,7.906763795,8.054305194,8.202361343,8.176132598,5.517301972,5.082850951,4.761628523,4.403640349,4.429018222,1.056247853,1.511883927,1.444501283,1.646511875,1.741204543,0.044412615,-3.419154085,-5.109689569,-6.758128364,-6.402798971,1.100660469,-1.907270158,-3.665188286,-5.111616489,-4.661594427
40,1,2,36,New York,19378102,19378087,19402920,19523202,19606981,19691032,19748858,19795791,24833,120282,83779,84051,57826,46933,61414,243118,239923,239873,236966,238831,35134,149739,146894,152580,152921,154974,26280,93379,93029,87293,84045,83857,24096,112765,108440,117292,134010,134160,-24399,-84753,-116322,-109276,-160329,-157992,-303,28012,-7882,8016,-26319,-23832,-1144,-1109,-1368,-11258,100,-13092,12.49125202,12.26281002,12.20789458,12.01656496,12.07905525,7.693496927,7.507963865,7.765278107,7.754636233,7.837925177,4.797755091,4.75484615,4.442616475,4.261928722,4.241130071,5.793795745,5.542524552,5.969360334,6.795657899,6.785241664,-4.354556562,-5.945384922,-5.561400776,-8.130296509,-7.990562769,1.439239182,-0.40286037,0.407959558,-1.334638611,-1.205321104
40,3,5,37,North Carolina,9535483,9535692,9558979,9651025,9747021,9845432,9940387,10042802,23287,92046,95996,98411,94955,102415,29914,121043,119567,119385,119926,120676,18680,79938,79503,84312,84610,85357,11234,41105,40064,35073,35316,35319,5097,18006,23515,21660,23531,25066,6944,30572,31760,38379,34337,38197,12041,48578,55275,60039,57868,63263,12,2363,657,3299,1771,3833,12.60207963,12.32773652,12.18683541,12.1224196,12.07775195,8.322538611,8.197011184,8.606579278,8.552590115,8.542880718,4.279541014,4.130725332,3.580256132,3.569829482,3.534871236,1.87464823,2.424471001,2.211055451,2.378572249,2.508708695,3.182924897,3.274556623,3.917733017,3.470869717,3.82291335,5.057573127,5.699027624,6.128788468,5.849441967,6.331622045
40,2,4,38,North Dakota,672591,672591,674530,685326,702265,723626,740040,756927,1939,10796,16939,21361,16414,16887,2341,9197,9875,10249,10933,11170,1493,6054,5935,6227,5892,5879,848,3143,3940,4022,5041,5291,287,1036,1708,1574,1685,1767,842,6143,11107,15857,9133,9966,1129,7179,12815,17431,10818,11733,-38,474,184,-92,555,-137,13.52643221,14.23330074,14.37557289,14.93920061,14.92350867,8.903883941,8.55439391,8.734187957,8.051017104,7.854548564,4.62254827,5.678906825,5.641384931,6.888183506,7.068960104,1.523690744,2.461820522,2.207742387,2.302437851,2.360773484,9.034780153,16.00904013,22.24153179,12.47962308,13.31492277,10.5584709,18.47086065,24.44927417,14.78206094,15.67569626
40,2,3,39,Ohio,11536504,11536725,11540766,11545442,11551783,11572232,11596998,11613423,4041,4676,6341,20449,24766,16425,34809,137935,137693,139092,139156,139884,26464,110708,111384,114449,111796,111722,8345,27227,26309,24643,27360,28162,3530,15715,16939,17915,20652,20693,-7713,-36821,-37114,-21727,-18624,-31297,-4183,-21106,-20175,-3812,2028,-10604,-121,-1445,207,-382,-4622,-1133,11.9495588,11.92290416,12.0300908,12.01213851,12.05355129,9.590834493,9.644794992,9.898713524,9.650385447,9.626882683,2.358724309,2.278109167,2.131377272,2.361753067,2.426668607,1.361418904,1.466756288,1.549471405,1.782709223,1.783078385,-3.1898699,-3.213719397,-1.879171934,-1.607649456,-2.696805887,-1.828450996,-1.746963109,-0.32970053,0.175059767,-0.913727502
40,3,7,40,Oklahoma,3751351,3751616,3759596,3786626,3817679,3853405,3879610,3911338,7980,27030,31053,35726,26205,31728,13144,52555,52351,53344,53547,53966,8174,37639,36946,38593,38034,38052,4970,14916,15405,14751,15513,15914,1245,4972,6594,6280,7001,7267,1679,6394,8967,14011,4294,8199,2924,11366,15561,20291,11295,15466,86,748,87,684,-603,348,13.92882425,13.76877966,13.90781277,13.84893214,13.85351308,9.975587784,9.717127338,10.0619417,9.83678423,9.768259267,3.953236467,4.051652321,3.845871066,4.012147914,4.08525381,1.317745489,1.734280779,1.63731749,1.810677983,1.865498268,1.694622819,2.358400932,3.65293875,1.110562956,2.104750282,3.012368308,4.092681711,5.29025624,2.921240939,3.97024855
40,4,9,41,Oregon,3831074,3831073,3837972,3868509,3899444,3928030,3971202,4028977,6899,30537,30935,28586,43172,57775,11877,45395,44911,45005,45603,46091,7774,32537,32938,33424,33913,33700,4103,12858,11973,11581,11690,12391,1389,6009,6026,6754,7990,8111,1505,11411,13028,9902,22738,34824,2894,17420,19054,16656,30728,42935,-98,259,-92,349,754,2449,11.78099317,11.56314926,11.49923973,11.54618576,11.52249218,8.444061563,8.480483855,8.540175285,8.586404349,8.424811495,3.336931603,3.082665408,2.959064444,2.959781407,3.097680689,1.559466636,1.551502693,1.725716368,2.022981475,2.02770463,2.961403525,3.354294239,2.5300627,5.757015366,8.705805208,4.520870161,4.905796933,4.255779067,7.77999684,10.73350984
40,1,2,42,Pennsylvania,12702379,12702887,12712014,12745202,12772789,12783536,12793767,12802503,9127,33188,27587,10747,10231,8736,36101,142957,142116,141828,141509,141956,30132,127765,125575,130996,127952,128630,5969,15192,16541,10832,13557,13326,5495,26979,29242,30874,35943,35942,-1611,-6660,-17495,-30934,-33766,-41607,3884,20319,11747,-60,2177,-5665,-726,-2323,-701,-25,-5503,1075,11.23115741,11.13849441,11.09924843,11.06520105,11.09192863,10.03762548,9.842075734,10.25155221,10.00512056,10.05068317,1.193531924,1.296418672,0.847696216,1.060080494,1.041245463,2.1195562,2.291873212,2.41615334,2.810538703,2.808377939,-0.52323082,-1.371189448,-2.420848851,-2.640309653,-3.251020559,1.59632538,0.920683764,-0.004695511,0.17022905,-0.442642619
40,1,1,44,Rhode Island,1052567,1052931,1053219,1051856,1052393,1052856,1054907,1056298,288,-1363,537,463,2051,1391,2875,11004,11010,10870,10827,10984,2335,9763,9314,9637,9682,9533,540,1241,1696,1233,1145,1451,860,3989,3968,4087,4667,4727,-1132,-6469,-5137,-5049,-3263,-4693,-272,-2480,-1169,-962,1404,34,20,-124,10,192,-498,-94,10.45473439,10.46454103,10.32656945,10.27345105,10.40543197,9.275679014,8.852564502,9.155211569,9.186991137,9.030861522,1.179055378,1.611976529,1.171357877,1.08645991,1.374570447,3.789888721,3.771416786,3.882676111,4.428391617,4.478011373,-6.146099308,-4.882502023,-4.796582257,-3.096173526,-4.445802279,-2.356210586,-1.111085238,-0.913906146,1.332218091,0.032209094
40,3,5,45,South Carolina,4625364,4625401,4635894,4672733,4721341,4768498,4829160,4896146,10493,36839,48608,47157,60662,66986,14180,57472,57522,56574,57448,57905,9684,42032,42082,44665,45006,45097,4496,15440,15440,11909,12442,12808,1594,5149,6682,5577,6169,6803,4333,14932,26324,28597,39255,45582,5927,20081,33006,34174,45424,52385,70,1318,162,1074,2796,1793,12.34811536,12.24644388,11.92306845,11.97125382,11.9081086,9.030762539,8.959265171,9.413226083,9.378537973,9.274155487,3.317352817,3.287178704,2.509842369,2.592715848,2.633953112,1.106285599,1.42259897,1.175362406,1.285521947,1.399030529,3.208206753,5.604384211,6.026867263,8.180120609,9.373895279,4.314492352,7.026983181,7.202229669,9.465642556,10.77292581
